"env_step","pdqn_SpaceInvaders-MinAtar - _step","pdqn_SpaceInvaders-MinAtar - _step__MIN","pdqn_SpaceInvaders-MinAtar - _step__MAX","pdqn_SpaceInvaders-MinAtar - model_loss","pdqn_SpaceInvaders-MinAtar - model_loss__MIN","pdqn_SpaceInvaders-MinAtar - model_loss__MAX"
"3436544","839","839","839","0.09270682409405709","0.07936695218086243","0.1126844510436058"
"3440640","840","840","840","0.093091831356287","0.08567490428686142","0.10951374471187592"
"3444736","841","841","841","0.09151540100574493","0.08735683560371399","0.09885136783123016"
"3448832","842","842","842","0.0924976870417595","0.0814855620265007","0.09818306565284729"
"3452928","843","843","843","0.0949981190264225","0.08424438536167145","0.10751662403345108"
"3457024","844","844","844","0.09320416077971458","0.08237341046333313","0.10126911848783493"
"3461120","845","845","845","0.09024746641516686","0.08574532717466354","0.09585423767566681"
"3465216","846","846","846","0.0903688408434391","0.08247431367635727","0.09919273853302002"
"3469312","847","847","847","0.09301845505833625","0.08267292380332947","0.12474800646305084"
"3473408","848","848","848","0.09530401453375817","0.08354753255844116","0.12535376846790314"
"3477504","849","849","849","0.09364950880408288","0.08322510868310928","0.1035006120800972"
"3481600","850","850","850","0.09125931486487389","0.08382032811641693","0.10291753709316254"
"3485696","851","851","851","0.09191853925585747","0.0840064287185669","0.10774609446525574"
"3489792","852","852","852","0.09251892492175103","0.08319336920976639","0.12916098535060883"
"3493888","853","853","853","0.0941635638475418","0.0827324315905571","0.1231055036187172"
"3497984","854","854","854","0.092986461520195","0.08148954063653946","0.10667040199041367"
"3502080","855","855","855","0.0931996911764145","0.08345036953687668","0.12082531303167343"
"3506176","856","856","856","0.09450171664357185","0.08328269422054291","0.13113321363925934"
"3510272","857","857","857","0.09245446771383285","0.0851408913731575","0.10848724842071533"
"3514368","858","858","858","0.09326258450746536","0.08252233266830444","0.10636942088603973"
"3518464","859","859","859","0.09428397193551064","0.08405401557683945","0.116568423807621"
"3522560","860","860","860","0.09332811757922173","0.07938199490308762","0.10752518475055695"
"3526656","861","861","861","0.09040307477116585","0.08002839982509613","0.10595144331455231"
"3530752","862","862","862","0.0920503482222557","0.07331494987010956","0.09971563518047333"
"3534848","863","863","863","0.09173142760992051","0.0829574391245842","0.10942573100328445"
"3538944","864","864","864","0.0938987486064434","0.08415927737951279","0.11369333416223526"
"3543040","865","865","865","0.09111732393503189","0.08270947635173798","0.09952231496572495"
"3547136","866","866","866","0.08739679008722305","0.07543867826461792","0.09600748866796494"
"3551232","867","867","867","0.0900700867176056","0.08160216361284256","0.10828401893377304"
"3555328","868","868","868","0.09167616441845894","0.08362342417240143","0.10702122002840042"
"3559424","869","869","869","0.09215010851621627","0.08524119108915329","0.10370645672082901"
"3563520","870","870","870","0.08980638310313224","0.07935894280672073","0.10635465383529663"
"3567616","871","871","871","0.08938445895910263","0.07884610444307327","0.10706624388694763"
"3571712","872","872","872","0.0915499247610569","0.07923571020364761","0.11891616880893707"
"3575808","873","873","873","0.08823403865098953","0.07535265386104584","0.11526189744472504"
"3579904","874","874","874","0.08947901129722595","0.07894277572631836","0.09609604626893997"
"3584000","875","875","875","0.0918464943766594","0.08231428265571594","0.11297175288200378"
"3588096","876","876","876","0.09285154938697815","0.08296554535627365","0.1117815300822258"
"3592192","877","877","877","0.09128022566437721","0.08220377564430237","0.10010308027267456"
"3596288","878","878","878","0.08657404631376267","0.07848364114761353","0.10138863325119019"
"3600384","879","879","879","0.08758054748177528","0.07835951447486877","0.09838637709617615"
"3604480","880","880","880","0.0917197473347187","0.07692456245422363","0.10875431448221207"
"3608576","881","881","881","0.08963078334927559","0.07865288853645325","0.10146813094615936"
"3612672","882","882","882","0.08680186346173287","0.08237526565790176","0.09110880643129349"
"3616768","883","883","883","0.08516078814864159","0.07504358142614365","0.0954173356294632"
"3620864","884","884","884","0.08986956849694253","0.07938728481531143","0.1067824587225914"
"3624960","885","885","885","0.08907265216112137","0.07820501178503036","0.10709981620311737"
"3629056","886","886","886","0.08694027811288833","0.08181175589561462","0.09453578293323517"
"3633152","887","887","887","0.08717670738697052","0.08134552091360092","0.09355281293392181"
"3637248","888","888","888","0.09097576066851616","0.07787548005580902","0.10476511716842651"
"3641344","889","889","889","0.08982828333973884","0.07824747264385223","0.10271956026554108"
"3645440","890","890","890","0.08806207925081252","0.07821797579526901","0.09773106127977371"
"3649536","891","891","891","0.08997944891452789","0.08098439127206802","0.10026761889457703"
"3653632","892","892","892","0.09259740710258484","0.07831030339002609","0.1259220689535141"
"3657728","893","893","893","0.09503302872180938","0.08356665074825287","0.12566933035850525"
"3661824","894","894","894","0.09632687643170357","0.0788966491818428","0.12915393710136414"
"3665920","895","895","895","0.09512432664632797","0.07756762206554413","0.1197696104645729"
"3670016","896","896","896","0.09574910700321197","0.07268492877483368","0.14140871167182922"
"3674112","897","897","897","0.09841997399926186","0.08230471611022949","0.15143512189388275"
"3678208","898","898","898","0.09729221314191819","0.08084767311811447","0.1277691274881363"
"3682304","899","899","899","0.09342391341924668","0.08362235873937607","0.12422805279493332"
"3686400","900","900","900","0.09146685898303986","0.08190978318452835","0.1260334998369217"
"3690496","901","901","901","0.09216901510953904","0.08053223043680191","0.12093403935432434"
"3694592","902","902","902","0.09289566427469254","0.07575097680091858","0.11780548840761185"
"3698688","903","903","903","0.09268727079033852","0.08230482786893845","0.12203904986381531"
"3702784","904","904","904","0.08888710141181946","0.07446794211864471","0.11029800772666931"
"3706880","905","905","905","0.08932721689343452","0.07919196784496307","0.1040751188993454"
"3710976","906","906","906","0.08944845348596572","0.07841479033231735","0.1067606657743454"
"3715072","907","907","907","0.08999726325273513","0.07808127999305725","0.11036474257707596"
"3719168","908","908","908","0.08827915117144584","0.07712825387716293","0.11221864819526672"
"3723264","909","909","909","0.08788551688194275","0.08077485114336014","0.09664907306432724"
"3727360","910","910","910","0.0871185041964054","0.07748093456029892","0.10342267155647278"
"3731456","911","911","911","0.09055404365062714","0.07866155356168747","0.12131602317094803"
"3735552","912","912","912","0.08832063674926757","0.07477464526891708","0.12308655679225922"
"3739648","913","913","913","0.08617548421025276","0.07751186192035675","0.09941434115171432"
"3743744","914","914","914","0.08399348929524422","0.07590370625257492","0.10029226541519165"
"3747840","915","915","915","0.08499797433614731","0.07494162023067474","0.09996448457241058"
"3751936","916","916","916","0.08824369087815284","0.07433114945888519","0.11422590911388397"
"3756032","917","917","917","0.09042230471968651","0.07505027949810028","0.1073443591594696"
"3760128","918","918","918","0.08644346594810486","0.0720253586769104","0.10667429119348526"
"3764224","919","919","919","0.08636578470468521","0.07576537877321243","0.11222516745328903"
"3768320","920","920","920","0.08844114765524864","0.07969193905591965","0.10621999204158783"
"3772416","921","921","921","0.08523694276809693","0.0752459466457367","0.10028386116027832"
"3776512","922","922","922","0.08409615159034729","0.07632312923669815","0.0921214148402214"
"3780608","923","923","923","0.08556502982974053","0.07801210135221481","0.10419202595949173"
"3784704","924","924","924","0.08721008449792862","0.07474220544099808","0.11381024122238159"
"3788800","925","925","925","0.08794496953487396","0.07670801877975464","0.11126160621643066"
"3792896","926","926","926","0.08549486920237541","0.07169889658689499","0.09420818090438843"
"3796992","927","927","927","0.08240043595433236","0.07483365386724472","0.09414627403020859"
"3801088","928","928","928","0.08636204078793526","0.0782211497426033","0.10780638456344604"
"3805184","929","929","929","0.08789666593074799","0.07483411580324173","0.11361930519342422"
"3809280","930","930","930","0.08702654987573624","0.07612407207489014","0.10172337293624878"
"3813376","931","931","931","0.08509650602936744","0.07709122449159622","0.09552545845508575"
"3817472","932","932","932","0.08272195979952812","0.07487016916275024","0.09256860613822937"
"3821568","933","933","933","0.08235369697213173","0.073198601603508","0.10451585799455643"
"3825664","934","934","934","0.08409571647644043","0.06871089339256287","0.10808946192264557"
"3829760","935","935","935","0.08538967072963714","0.07700377702713013","0.10137229412794113"
"3833856","936","936","936","0.08488019034266472","0.07617980241775513","0.10494469106197357"
"3837952","937","937","937","0.08030999824404716","0.07142609357833862","0.08675125241279602"
"3842048","938","938","938","0.08287073969841004","0.07138678431510925","0.09292515367269516"
"3846144","939","939","939","0.08566766530275345","0.0749267116189003","0.10795614123344421"
"3850240","940","940","940","0.08748291358351708","0.07309801876544952","0.12489974498748779"
"3854336","941","941","941","0.08707070425152778","0.07320284843444824","0.12309641391038895"
"3858432","942","942","942","0.08547168448567391","0.07739424705505371","0.10170811414718628"
"3862528","943","943","943","0.0818093940615654","0.0749131366610527","0.09439883381128311"
"3866624","944","944","944","0.08231458514928817","0.0743703544139862","0.09789739549160004"
"3870720","945","945","945","0.08303400725126267","0.07411268353462219","0.09270305186510086"
"3874816","946","946","946","0.08548910543322563","0.07334446907043457","0.10736888647079468"
"3878912","947","947","947","0.08571454137563705","0.06866234540939331","0.11764487624168396"
"3883008","948","948","948","0.08483811169862747","0.07595257461071014","0.11255543678998947"
"3887104","949","949","949","0.08378121107816697","0.07297690957784653","0.09890738129615784"
"3891200","950","950","950","0.08266324773430825","0.07086783647537231","0.1197633296251297"
"3895296","951","951","951","0.08475272953510285","0.07510343194007874","0.11126284301280975"
"3899392","952","952","952","0.08236671462655068","0.07172936946153641","0.09817191958427429"
"3903488","953","953","953","0.08258234485983848","0.07494466006755829","0.0901910662651062"
"3907584","954","954","954","0.07966273650527","0.05719440430402756","0.0971105545759201"
"3911680","955","955","955","0.08358916565775872","0.07123495638370514","0.10106784105300903"
"3915776","956","956","956","0.08507676422595978","0.07241035252809525","0.11569403856992722"
"3919872","957","957","957","0.08483768999576569","0.0709657222032547","0.1143185943365097"
"3923968","958","958","958","0.08365357518196107","0.07768033444881439","0.10374953597784042"
"3928064","959","959","959","0.08355791643261909","0.07459169626235962","0.10323808342218399"
"3932160","960","960","960","0.08084224686026573","0.07170134782791138","0.09724555909633636"
"3936256","961","961","961","0.08006339892745018","0.07276733964681625","0.09398794174194336"
"3940352","962","962","962","0.08217699378728867","0.06904032081365585","0.0929131805896759"
"3944448","963","963","963","0.08433174043893814","0.07324904948472977","0.12053108960390091"
"3948544","964","964","964","0.0824537679553032","0.07015293836593628","0.11816179752349854"
"3952640","965","965","965","0.08274435475468636","0.07573813199996948","0.09426857531070709"
"3956736","966","966","966","0.08200019299983978","0.07030048966407776","0.0864010825753212"
"3960832","967","967","967","0.08048545122146607","0.07250169664621353","0.09469524770975113"
"3964928","968","968","968","0.08372070267796516","0.07164035737514496","0.10196743160486221"
"3969024","969","969","969","0.084987972676754","0.07135037332773209","0.10422178357839584"
"3973120","970","970","970","0.08405062556266785","0.0730733647942543","0.09916069358587265"
"3977216","971","971","971","0.08210368677973748","0.07136950641870499","0.11224673688411713"
"3981312","972","972","972","0.08200984597206115","0.06631036102771759","0.10927370190620422"
"3985408","973","973","973","0.0850820504128933","0.07488097250461578","0.11721497029066086"
"3989504","974","974","974","0.08468619659543038","0.070231594145298","0.12853136658668518"
"3993600","975","975","975","0.08403818607330323","0.07167622447013855","0.1149841845035553"
"3997696","976","976","976","0.08402960523962974","0.07252344489097595","0.10037000477313995"
"4001792","977","977","977","0.08209395781159401","0.07162287831306458","0.09509774297475815"
"4005888","978","978","978","0.07937307059764862","0.06987743824720383","0.0890907570719719"
"4009984","979","979","979","0.0799521915614605","0.07112829387187958","0.09178707003593445"
"4014080","980","980","980","0.08133815750479698","0.07586347311735153","0.08863940834999084"
"4018176","981","981","981","0.08188851550221443","0.07487466186285019","0.09978970140218735"
"4022272","982","982","982","0.07894935458898544","0.06513436883687973","0.09948816150426865"
"4026368","983","983","983","0.07897595912218094","0.07120419293642044","0.08391457051038742"
"4030464","984","984","984","0.08118068054318428","0.07373994588851929","0.09026254713535309"
"4034560","985","985","985","0.07941466271877289","0.06666717678308487","0.0950719490647316"
"4038656","986","986","986","0.08024650886654854","0.06970103830099106","0.09808002412319183"
"4042752","987","987","987","0.07850879430770874","0.07181894034147263","0.08588099479675293"
"4046848","988","988","988","0.07910965457558632","0.07145107537508011","0.09709446877241135"
"4050944","989","989","989","0.07841431498527526","0.06768327206373215","0.08680189400911331"
"4055040","990","990","990","0.07894986271858215","0.07222338765859604","0.09770606458187103"
"4059136","991","991","991","0.08425901792943477","0.061599250882864","0.10792465507984161"
"4063232","992","992","992","0.08771816045045852","0.0705006867647171","0.14540819823741913"
"4067328","993","993","993","0.08651579767465592","0.06955069303512573","0.1632014662027359"
"4071424","994","994","994","0.0854662962257862","0.06918895989656448","0.12303414940834045"
"4075520","995","995","995","0.08389205858111382","0.06748070567846298","0.122183658182621"
"4079616","996","996","996","0.07903124988079072","0.06943865120410919","0.10035961866378784"
"4083712","997","997","997","0.07798252180218697","0.0656367614865303","0.09226735681295395"
"4087808","998","998","998","0.07626623064279556","0.06508276611566544","0.0935106873512268"
"4091904","999","999","999","0.07829859256744384","0.06650435924530029","0.0995071604847908"
"4096000","1000","1000","1000","0.08132277578115463","0.0675635039806366","0.10996676981449127"
"4100096","1001","1001","1001","0.0822126142680645","0.06871668249368668","0.10827053338289261"
"4104192","1002","1002","1002","0.075580944865942","0.06625741720199585","0.09229743480682373"
"4108288","1003","1003","1003","0.07608876898884773","0.06281401962041855","0.09589888900518417"
"4112384","1004","1004","1004","0.08218446299433708","0.0667135939002037","0.10594702512025833"
"4116480","1005","1005","1005","0.08071298599243164","0.06639724224805832","0.10418564081192017"
"4120576","1006","1006","1006","0.07697631642222405","0.06801285594701767","0.08574547618627548"
"4124672","1007","1007","1007","0.07952798008918763","0.07015562057495117","0.1003057211637497"
"4128768","1008","1008","1008","0.08536120429635048","0.06942258030176163","0.13655167818069458"
"4132864","1009","1009","1009","0.08541759848594666","0.06843573600053787","0.1446494162082672"
"4136960","1010","1010","1010","0.07850686758756638","0.06900419294834137","0.1085890680551529"
"4141056","1011","1011","1011","0.07673871144652367","0.07188605517148972","0.08225355297327042"
"4145152","1012","1012","1012","0.07983263209462166","0.06619582325220108","0.09317218512296677"
"4149248","1013","1013","1013","0.08578521087765693","0.07056501507759094","0.1166282668709755"
"4153344","1014","1014","1014","0.08128351867198944","0.06937837600708008","0.10076729953289032"
"4157440","1015","1015","1015","0.07607678025960922","0.0686730220913887","0.08623718470335007"
"4161536","1016","1016","1016","0.07833289355039597","0.07030749320983887","0.0930948331952095"
"4165632","1017","1017","1017","0.08101690411567689","0.06764908879995346","0.09967357665300369"
"4169728","1018","1018","1018","0.07815419733524323","0.06690913438796997","0.09172512590885162"
"4173824","1019","1019","1019","0.08007116317749023","0.06912877410650253","0.09459060430526733"
"4177920","1020","1020","1020","0.08404346033930779","0.06917349249124527","0.10285083204507828"
"4182016","1021","1021","1021","0.08273861706256866","0.06924612075090408","0.10264646261930466"
"4186112","1022","1022","1022","0.0792872130870819","0.07162497192621231","0.09144085645675659"
"4190208","1023","1023","1023","0.08149633705615997","0.06419700384140015","0.11098476499319077"
"4194304","1024","1024","1024","0.08746394068002701","0.07496007531881332","0.11273086816072464"
"4198400","1025","1025","1025","0.0825543686747551","0.06811903417110443","0.09796386957168579"
"4202496","1026","1026","1026","0.07591933533549308","0.06760738790035248","0.08745099604129791"
"4206592","1027","1027","1027","0.07750554457306862","0.0660913735628128","0.09136603027582169"
"4210688","1028","1028","1028","0.08596917018294334","0.06517282873392105","0.12520985305309296"
"4214784","1029","1029","1029","0.08541279062628745","0.06663784384727478","0.13305917382240295"
"4218880","1030","1030","1030","0.07782170996069908","0.0636526495218277","0.1032860055565834"
"4222976","1031","1031","1031","0.07528826668858528","0.06320706009864807","0.08328653872013092"
"4227072","1032","1032","1032","0.08217025324702262","0.06489289551973343","0.11948416382074356"
"4231168","1033","1033","1033","0.0859117366373539","0.06433901935815811","0.1162988692522049"
"4235264","1034","1034","1034","0.08308184295892715","0.07002498209476471","0.10323226451873779"
"4239360","1035","1035","1035","0.07777448371052742","0.0694352462887764","0.08559653162956238"
"4243456","1036","1036","1036","0.07701015397906304","0.06470370292663574","0.09761907905340195"
"4247552","1037","1037","1037","0.0798165962100029","0.06897802650928497","0.09718434512615204"
"4251648","1038","1038","1038","0.08477646932005882","0.07239063829183578","0.13795652985572815"
"4255744","1039","1039","1039","0.08127375468611717","0.06742964684963226","0.16301080584526062"
"4259840","1040","1040","1040","0.08164943903684616","0.07113553583621979","0.13085590302944183"
"4263936","1041","1041","1041","0.08105758428573609","0.07047362625598907","0.0974099412560463"
"4268032","1042","1042","1042","0.07848681509494781","0.06760859489440918","0.09717456251382828"
"4272128","1043","1043","1043","0.0769031010568142","0.07314359396696091","0.08593996614217758"
"4276224","1044","1044","1044","0.07946584671735764","0.06850624829530716","0.10887806117534637"
"4280320","1045","1045","1045","0.08109000697731972","0.06482967734336853","0.12205596268177032"
"4284416","1046","1046","1046","0.07707906663417816","0.06797077506780624","0.0929916650056839"
"4288512","1047","1047","1047","0.07570131570100784","0.06815773248672485","0.08714299649000168"
"4292608","1048","1048","1048","0.07386607974767685","0.06447954475879669","0.08208587020635605"
"4296704","1049","1049","1049","0.07374096810817718","0.06599180400371552","0.08013790100812912"
"4300800","1050","1050","1050","0.07485246658325195","0.06639811396598816","0.08426257222890854"
"4304896","1051","1051","1051","0.07497133016586303","0.06325863301753998","0.09086863696575165"
"4308992","1052","1052","1052","0.07396030575037002","0.0680936723947525","0.08391966670751572"
"4313088","1053","1053","1053","0.07386894896626472","0.06686408072710037","0.0852564126253128"
"4317184","1054","1054","1054","0.07868727669119835","0.06445067375898361","0.11998181790113449"
"4321280","1055","1055","1055","0.08121030405163765","0.06833643466234207","0.10766445845365524"
"4325376","1056","1056","1056","0.08021134957671165","0.07010630518198013","0.10581863671541214"
"4329472","1057","1057","1057","0.07839417383074761","0.06836306303739548","0.10847382992506027"
"4333568","1058","1058","1058","0.07457874417304992","0.06655377894639969","0.0879143625497818"
"4337664","1059","1059","1059","0.07697049006819726","0.07054413110017776","0.08308122307062149"
"4341760","1060","1060","1060","0.07464608028531075","0.06611943989992142","0.10029315203428268"
"4345856","1061","1061","1061","0.0768118940293789","0.06838465481996536","0.09905153512954712"
"4349952","1062","1062","1062","0.0772532120347023","0.06825974583625793","0.09082139283418655"
"4354048","1063","1063","1063","0.07538654208183289","0.06836763769388199","0.0970233753323555"
"4358144","1064","1064","1064","0.07309153154492379","0.06518427282571793","0.08501133322715759"
"4362240","1065","1065","1065","0.07226599901914596","0.06350833922624588","0.08083105832338333"
"4366336","1066","1066","1066","0.07446628361940384","0.06736305356025696","0.08224808424711227"
"4370432","1067","1067","1067","0.07600432187318802","0.06768360733985901","0.09775861352682114"
"4374528","1068","1068","1068","0.0777190200984478","0.07064232230186462","0.11158813536167145"
"4378624","1069","1069","1069","0.07879031524062156","0.06897326558828354","0.1161421462893486"
"4382720","1070","1070","1070","0.08012155145406723","0.06078813970088959","0.11470538377761841"
"4386816","1071","1071","1071","0.07649410404264927","0.06163136288523674","0.11178069561719894"
"4390912","1072","1072","1072","0.08032424375414848","0.06679083406925201","0.11544359475374222"
"4395008","1073","1073","1073","0.0759295366704464","0.06514177471399307","0.0922098159790039"
"4399104","1074","1074","1074","0.07291830033063888","0.06641054898500443","0.08918685466051102"
"4403200","1075","1075","1075","0.07670164927840233","0.06500566750764847","0.09850608557462692"
"4407296","1076","1076","1076","0.08438576087355613","0.06803754717111588","0.1426617056131363"
"4411392","1077","1077","1077","0.08497837111353874","0.06337863206863403","0.1438312977552414"
"4415488","1078","1078","1078","0.08043353408575057","0.06690001487731934","0.11096226423978806"
"4419584","1079","1079","1079","0.07356523983180523","0.062487225979566574","0.08488475531339645"
"4423680","1080","1080","1080","0.06999808475375176","0.06262124329805374","0.08112800121307373"
"4427776","1081","1081","1081","0.07697780914604664","0.0618283636868","0.12256525456905365"
"4431872","1082","1082","1082","0.0836585097014904","0.06752851605415344","0.14377330243587494"
"4435968","1083","1083","1083","0.07926551550626755","0.06889452785253525","0.12249378859996796"
"4440064","1084","1084","1084","0.07198575884103775","0.0637974888086319","0.08267321437597275"
"4444160","1085","1085","1085","0.07386669665575027","0.06790266185998917","0.0921560600399971"
"4448256","1086","1086","1086","0.07410129383206368","0.06278834491968155","0.0888223722577095"
"4452352","1087","1087","1087","0.07349127605557441","0.06649287790060043","0.08714410662651062"
"4456448","1088","1088","1088","0.07481247335672378","0.06578949093818665","0.08596336841583252"
"4460544","1089","1089","1089","0.07730557695031166","0.06589975208044052","0.09877891838550568"
"4464640","1090","1090","1090","0.08012524992227554","0.06405743956565857","0.11034426838159561"
"4468736","1091","1091","1091","0.07676296457648277","0.06377574801445007","0.0971408486366272"
"4472832","1092","1092","1092","0.07245779782533646","0.06266221404075623","0.08210419863462448"
"4476928","1093","1093","1093","0.07222458198666573","0.06322551518678665","0.08882458508014679"
"4481024","1094","1094","1094","0.07371238693594932","0.06411676853895187","0.0912463366985321"
"4485120","1095","1095","1095","0.07278359308838844","0.06371217221021652","0.08339526504278183"
"4489216","1096","1096","1096","0.0692349374294281","0.062431350350379944","0.08254536986351013"
"4493312","1097","1097","1097","0.07301881015300751","0.06348791718482971","0.10026020556688309"
"4497408","1098","1098","1098","0.0737088218331337","0.06231580674648285","0.09484972804784775"
"4501504","1099","1099","1099","0.072125244140625","0.06477431952953339","0.08519379794597626"
"4505600","1100","1100","1100","0.07005940899252891","0.06173749268054962","0.07647775858640671"
"4509696","1101","1101","1101","0.07213714346289635","0.06491734832525253","0.08892890810966492"
"4513792","1102","1102","1102","0.07244620434939861","0.060576241463422775","0.08204220980405807"
"4517888","1103","1103","1103","0.07366059049963951","0.05860753357410431","0.09846468269824982"
"4521984","1104","1104","1104","0.0730614572763443","0.06527857482433319","0.09526624530553818"
"4526080","1105","1105","1105","0.07128730528056622","0.05661262944340706","0.08107703179121017"
"4530176","1106","1106","1106","0.07160320468246936","0.060144852846860886","0.08566679805517197"
"4534272","1107","1107","1107","0.07199603617191315","0.06019850820302963","0.09618619829416275"
"4538368","1108","1108","1108","0.07076392136514187","0.060182176530361176","0.09065542370080948"
"4542464","1109","1109","1109","0.07205163799226284","0.059623342007398605","0.10528194159269333"
"4546560","1110","1110","1110","0.07266514375805855","0.06368677318096161","0.08887968957424164"
"4550656","1111","1111","1111","0.07458914890885353","0.06416545808315277","0.09559112787246704"
"4554752","1112","1112","1112","0.07599571272730828","0.06472143530845642","0.08808766305446625"
"4558848","1113","1113","1113","0.07437995001673699","0.06460054218769073","0.10356982052326202"
"4562944","1114","1114","1114","0.07274871841073036","0.0634128674864769","0.09876980632543564"
"4567040","1115","1115","1115","0.0711218249052763","0.0621672160923481","0.09460780024528503"
"4571136","1116","1116","1116","0.07015188038349152","0.06360948830842972","0.09384371340274811"
"4575232","1117","1117","1117","0.06984678134322167","0.06317804753780365","0.08086501061916351"
"4579328","1118","1118","1118","0.067426797747612","0.05928177386522293","0.07456914335489273"
"4583424","1119","1119","1119","0.06686420142650604","0.05977809056639671","0.07707984745502472"
"4587520","1120","1120","1120","0.07070190086960793","0.06278983503580093","0.08724446594715118"
"4591616","1121","1121","1121","0.07224471420049668","0.060654498636722565","0.08366560190916061"
"4595712","1122","1122","1122","0.070720886439085","0.06395677477121353","0.08503276109695435"
"4599808","1123","1123","1123","0.06915072835981846","0.05900849029421806","0.08474098145961761"
"4603904","1124","1124","1124","0.07259268462657928","0.06268124282360077","0.08513293415307999"
"4608000","1125","1125","1125","0.0725068710744381","0.06378526985645294","0.09027164429426193"
"4612096","1126","1126","1126","0.06979565694928169","0.06472914665937424","0.07948622107505798"
"4616192","1127","1127","1127","0.07053710818290711","0.06341806799173355","0.09680035710334778"
"4620288","1128","1128","1128","0.06827652454376221","0.06126456707715988","0.08190795034170151"
"4624384","1129","1129","1129","0.06623961180448532","0.05996808409690857","0.07315676659345627"
"4628480","1130","1130","1130","0.06943035274744033","0.06014416366815567","0.08251101523637772"
"4632576","1131","1131","1131","0.07225888706743717","0.059750597923994064","0.09571350365877151"
"4636672","1132","1132","1132","0.0698423482477665","0.06232597678899765","0.10021384060382843"
"4640768","1133","1133","1133","0.06832987479865552","0.05905729532241821","0.08058488368988037"
"4644864","1134","1134","1134","0.06991545967757702","0.059937868267297745","0.09086084365844727"
"4648960","1135","1135","1135","0.06839165650308132","0.061028990894556046","0.08791867643594742"
"4653056","1136","1136","1136","0.06681484393775464","0.059923309832811356","0.07369734346866608"
"4657152","1137","1137","1137","0.06847070902585983","0.06318607926368713","0.08464910835027695"
"4661248","1138","1138","1138","0.06693574823439122","0.06076802685856819","0.07169242948293686"
"4665344","1139","1139","1139","0.06708089374005795","0.060114119201898575","0.07379553467035294"
"4669440","1140","1140","1140","0.06669953241944312","0.059975121170282364","0.07928269356489182"
"4673536","1141","1141","1141","0.06691344529390335","0.06113336235284805","0.07311701029539108"
"4677632","1142","1142","1142","0.0689219705760479","0.06276248395442963","0.08522229641675949"
"4681728","1143","1143","1143","0.06886938028037548","0.06023751571774483","0.08663337677717209"
"4685824","1144","1144","1144","0.06433329842984677","0.05771253630518913","0.07173483818769455"
"4689920","1145","1145","1145","0.06624363511800765","0.057895008474588394","0.07562188804149628"
"4694016","1146","1146","1146","0.06757509857416152","0.05979758873581886","0.0828402191400528"
"4698112","1147","1147","1147","0.07069614678621292","0.06330274045467377","0.0985315591096878"
"4702208","1148","1148","1148","0.06874970570206643","0.06121833622455597","0.09173446148633957"
"4706304","1149","1149","1149","0.06626583673059941","0.05919509753584862","0.07331090420484543"
"4710400","1150","1150","1150","0.06644119322299957","0.06019308418035507","0.07114531099796295"
"4714496","1151","1151","1151","0.07141449376940727","0.06139887124300003","0.10241403430700302"
"4718592","1152","1152","1152","0.069583223387599","0.05847015604376793","0.11085213720798492"
"4722688","1153","1153","1153","0.0670371800661087","0.06035790592432022","0.09115254878997803"
"4726784","1154","1154","1154","0.06573942005634308","0.06141079217195511","0.06972497701644897"
"4730880","1155","1155","1155","0.06386169455945492","0.05768221616744995","0.06844520568847656"
"4734976","1156","1156","1156","0.0681324765086174","0.06079113483428955","0.07913868874311447"
"4739072","1157","1157","1157","0.06962154507637024","0.06217779964208603","0.09591486304998398"
"4743168","1158","1158","1158","0.0648645855486393","0.058822765946388245","0.08263863623142242"
"4747264","1159","1159","1159","0.06519707292318344","0.05890762805938721","0.07324522733688354"
"4751360","1160","1160","1160","0.06754536665976048","0.06170191988348961","0.07810641825199127"
"4755456","1161","1161","1161","0.0661292638629675","0.05944421887397766","0.0847991555929184"
"4759552","1162","1162","1162","0.06444130539894104","0.05918753147125244","0.07661856710910797"
"4763648","1163","1163","1163","0.06608828566968442","0.059859152883291245","0.07217107713222504"
"4767744","1164","1164","1164","0.06693701408803462","0.05563211441040039","0.08176372200250626"
"4771840","1165","1165","1165","0.06951409764587879","0.06150267645716667","0.10034847259521484"
"4775936","1166","1166","1166","0.06883231252431869","0.059319254010915756","0.08845063298940659"
"4780032","1167","1167","1167","0.06775340512394905","0.057729337364435196","0.07684918493032455"
"4784128","1168","1168","1168","0.06900042966008187","0.05855189263820648","0.08719602972269058"
"4788224","1169","1169","1169","0.06961752250790595","0.05954746529459953","0.10026204586029053"
"4792320","1170","1170","1170","0.06796214170753956","0.05902942642569542","0.09674496948719025"
"4796416","1171","1171","1171","0.06820484548807144","0.05738689750432968","0.08062086254358292"
"4800512","1172","1172","1172","0.06905260682106018","0.056859396398067474","0.09848944842815399"
"4804608","1173","1173","1173","0.06880662888288498","0.06028252840042114","0.08914438635110855"
"4808704","1174","1174","1174","0.06637635305523873","0.056546200066804886","0.08015772700309753"
"4812800","1175","1175","1175","0.06524473764002323","0.059838734567165375","0.0697336494922638"
"4816896","1176","1176","1176","0.06749308183789253","0.05808074772357941","0.08470383286476135"
"4820992","1177","1177","1177","0.07366417162120342","0.05920502915978432","0.11381425708532333"
"4825088","1178","1178","1178","0.07181486003100872","0.06005585193634033","0.10212626308202744"
"4829184","1179","1179","1179","0.0684629276394844","0.06178406625986099","0.08590130507946014"
